Image,Steering,Accelerate
Data/Image_1723634512492307 1622.jpg,35.0,197.0
Data/Image_1723634512543249 1623.jpg,35.0,196.0
Data/Image_1723634512558245 1624.jpg,35.0,196.0
Data/Image_1723634512604373 1625.jpg,35.0,198.0
Data/Image_1723634512624258 1626.jpg,35.0,198.0
Data/Image_1723634512672342 1627.jpg,35.0,200.0
Data/Image_1723634512689932 1628.jpg,35.0,200.0
Data/Image_1723634512739991 1629.jpg,35.0,199.0
Data/Image_1723634512759034 1630.jpg,35.0,201.0
Data/Image_1723634512814367 1631.jpg,35.0,204.0
Data/Image_1723634512826417 1632.jpg,35.0,204.0
Data/Image_1723634512869353 1633.jpg,35.0,203.0
Data/Image_172363451289864 1634.jpg,35.0,203.0
Data/Image_1723634512937904 1635.jpg,37.0,204.0
Data/Image_1723634512957168 1636.jpg,37.0,204.0
Data/Image_1723634513006087 1637.jpg,38.0,202.0
Data/Image_1723634513023443 1638.jpg,38.0,202.0
Data/Image_1723634513075353 1639.jpg,44.0,202.0
Data/Image_1723634513092094 1640.jpg,44.0,202.0
Data/Image_1723634513143376 1641.jpg,45.0,203.0
Data/Image_1723634513158436 1642.jpg,45.0,203.0
Data/Image_1723634513191278 1643.jpg,45.0,202.0
Data/Image_1723634513237558 1644.jpg,45.0,203.0
Data/Image_1723634513266915 1645.jpg,45.0,203.0
Data/Image_1723634513314261 1646.jpg,47.0,202.0
Data/Image_1723634513323534 1647.jpg,47.0,202.0
Data/Image_1723634513356545 1648.jpg,47.0,202.0
Data/Image_1723634513409544 1649.jpg,43.0,211.0
Data/Image_1723634513427906 1650.jpg,43.0,211.0
Data/Image_172363451347925 1651.jpg,35.0,198.0
Data/Image_1723634513491309 1652.jpg,35.0,198.0
Data/Image_1723634513537552 1653.jpg,36.0,192.0
Data/Image_1723634513557272 1654.jpg,36.0,192.0
Data/Image_1723634513605984 1655.jpg,42.0,194.0
Data/Image_1723634513623209 1656.jpg,42.0,194.0
Data/Image_172363451367535 1657.jpg,46.0,202.0
Data/Image_1723634513692168 1658.jpg,46.0,202.0
Data/Image_1723634513743372 1659.jpg,48.0,203.0
Data/Image_1723634513758296 1660.jpg,48.0,203.0
Data/Image_1723634513803684 1661.jpg,48.0,203.0
Data/Image_1723634513824502 1662.jpg,50.0,203.0
Data/Image_1723634513873107 1663.jpg,52.0,200.0
Data/Image_1723634513890534 1664.jpg,52.0,200.0
Data/Image_1723634513935374 1665.jpg,52.0,200.0
Data/Image_1723634513956845 1666.jpg,52.0,200.0
Data/Image_1723634514003467 1667.jpg,51.0,200.0
Data/Image_1723634514026843 1668.jpg,50.0,200.0
Data/Image_1723634514059214 1669.jpg,50.0,194.0
Data/Image_1723634514109216 1670.jpg,51.0,198.0
Data/Image_1723634514124791 1671.jpg,51.0,198.0
Data/Image_1723634514157394 1672.jpg,51.0,198.0
Data/Image_1723634514206001 1673.jpg,54.0,198.0
Data/Image_1723634514224412 1674.jpg,54.0,198.0
Data/Image_1723634514269117 1675.jpg,53.0,196.0
Data/Image_1723634514294051 1676.jpg,53.0,196.0
Data/Image_1723634514337615 1677.jpg,44.0,196.0
Data/Image_172363451435872 1678.jpg,44.0,196.0
Data/Image_1723634514406452 1679.jpg,42.0,197.0
Data/Image_1723634514425389 1680.jpg,42.0,197.0
Data/Image_1723634514474756 1681.jpg,44.0,195.0
Data/Image_1723634514490502 1682.jpg,44.0,195.0
Data/Image_1723634514534775 1683.jpg,43.0,194.0
Data/Image_1723634514556616 1684.jpg,43.0,194.0
Data/Image_1723634514611129 1685.jpg,35.0,197.0
Data/Image_1723634514625513 1686.jpg,35.0,197.0
Data/Image_1723634514671233 1687.jpg,35.0,197.0
Data/Image_1723634514692856 1688.jpg,35.0,197.0
Data/Image_1723634514739485 1689.jpg,37.0,199.0
Data/Image_1723634514758427 1690.jpg,37.0,202.0
Data/Image_1723634514809272 1691.jpg,42.0,204.0
Data/Image_1723634514823755 1692.jpg,42.0,204.0
Data/Image_1723634514869776 1693.jpg,42.0,205.0
Data/Image_1723634514894766 1694.jpg,42.0,205.0
Data/Image_1723634514937656 1695.jpg,44.0,205.0
Data/Image_1723634514962047 1696.jpg,44.0,205.0
Data/Image_1723634515005992 1697.jpg,48.0,202.0
Data/Image_1723634515027998 1698.jpg,48.0,202.0
Data/Image_1723634515075214 1699.jpg,49.0,198.0
Data/Image_1723634515093805 1700.jpg,49.0,198.0
Data/Image_1723634515138078 1701.jpg,52.0,198.0
Data/Image_1723634515157786 1702.jpg,52.0,198.0
Data/Image_172363451520597 1703.jpg,46.0,199.0
Data/Image_1723634515228316 1704.jpg,46.0,199.0
Data/Image_1723634515275207 1705.jpg,46.0,200.0
Data/Image_1723634515295177 1706.jpg,46.0,200.0
Data/Image_1723634515343379 1707.jpg,45.0,200.0
Data/Image_1723634515360076 1708.jpg,37.0,200.0
Data/Image_1723634515404019 1709.jpg,37.0,199.0
Data/Image_1723634515425697 1710.jpg,35.0,199.0
Data/Image_1723634515471119 1711.jpg,35.0,199.0
Data/Image_1723634515491933 1712.jpg,35.0,199.0
Data/Image_1723634515539931 1713.jpg,35.0,197.0
Data/Image_1723634515561505 1714.jpg,35.0,197.0
Data/Image_1723634515609588 1715.jpg,33.0,199.0
Data/Image_1723634515626052 1716.jpg,33.0,199.0
Data/Image_1723634515669161 1717.jpg,33.0,197.0
Data/Image_1723634515693039 1718.jpg,33.0,197.0
Data/Image_1723634515725816 1719.jpg,33.0,197.0
Data/Image_1723634515771432 1720.jpg,32.0,209.0
Data/Image_1723634515792644 1721.jpg,32.0,209.0
Data/Image_1723634515839595 1722.jpg,35.0,210.0
Data/Image_1723634515858682 1723.jpg,35.0,204.0
Data/Image_1723634515909689 1724.jpg,35.0,202.0
Data/Image_1723634515925124 1725.jpg,35.0,202.0
Data/Image_1723634515969096 1726.jpg,28.0,201.0
Data/Image_1723634515991017 1727.jpg,28.0,201.0
Data/Image_1723634516037668 1728.jpg,24.0,202.0
Data/Image_1723634516057139 1729.jpg,24.0,202.0
Data/Image_1723634516106054 1730.jpg,23.0,204.0
Data/Image_1723634516125807 1731.jpg,23.0,204.0
Data/Image_172363451617457 1732.jpg,15.0,204.0
Data/Image_1723634516191638 1733.jpg,15.0,204.0
Data/Image_1723634516243335 1734.jpg,22.0,211.0
Data/Image_1723634516258089 1735.jpg,35.0,211.0
Data/Image_1723634516303177 1736.jpg,35.0,199.0
Data/Image_1723634516324002 1737.jpg,37.0,199.0
Data/Image_1723634516371036 1738.jpg,36.0,179.0
Data/Image_1723634516391224 1739.jpg,36.0,179.0
Data/Image_1723634516439526 1740.jpg,42.0,165.0
Data/Image_1723634516461651 1741.jpg,42.0,166.0
Data/Image_1723634516509096 1742.jpg,46.0,167.0
Data/Image_1723634516528582 1743.jpg,46.0,167.0
Data/Image_1723634516577964 1744.jpg,43.0,167.0
Data/Image_1723634516592649 1745.jpg,43.0,167.0
Data/Image_1723634516624889 1746.jpg,43.0,167.0
Data/Image_1723634516671151 1747.jpg,44.0,165.0
Data/Image_1723634516690842 1748.jpg,44.0,165.0
Data/Image_1723634516741795 1749.jpg,67.0,159.0
Data/Image_1723634516760275 1750.jpg,67.0,159.0
Data/Image_1723634516813788 1751.jpg,55.0,162.0
Data/Image_172363451682683 1752.jpg,55.0,162.0
Data/Image_1723634516874732 1753.jpg,55.0,159.0
Data/Image_1723634516892554 1754.jpg,55.0,159.0
Data/Image_172363451694335 1755.jpg,42.0,150.0
Data/Image_1723634516958036 1756.jpg,51.0,150.0
Data/Image_1723634517006439 1757.jpg,51.0,159.0
Data/Image_1723634517026128 1758.jpg,51.0,159.0
Data/Image_1723634517077845 1759.jpg,57.0,149.0
Data/Image_1723634517094546 1760.jpg,57.0,149.0
Data/Image_172363451713929 1761.jpg,50.0,149.0
Data/Image_1723634517158985 1762.jpg,50.0,129.0
Data/Image_1723634517209464 1763.jpg,35.0,130.0
Data/Image_1723634517227318 1764.jpg,35.0,130.0
Data/Image_1723634517268993 1765.jpg,35.0,132.0
Data/Image_1723634517291175 1766.jpg,35.0,132.0
Data/Image_1723634517337596 1767.jpg,35.0,133.0
Data/Image_1723634517362539 1768.jpg,35.0,133.0
Data/Image_1723634517405998 1769.jpg,46.0,139.0
Data/Image_1723634517426042 1770.jpg,46.0,139.0
Data/Image_1723634517477503 1771.jpg,48.0,139.0
Data/Image_1723634517492212 1772.jpg,48.0,139.0
Data/Image_1723634517540242 1773.jpg,49.0,139.0
Data/Image_1723634517637618 1774.jpg,68.0,146.0
Data/Image_1723634517654387 1775.jpg,68.0,146.0
Data/Image_1723634517659541 1776.jpg,68.0,146.0
Data/Image_1723634517669263 1777.jpg,68.0,146.0
Data/Image_1723634517693523 1778.jpg,68.0,146.0
Data/Image_1723634517743918 1779.jpg,72.0,141.0
Data/Image_1723634517758161 1780.jpg,70.0,141.0
Data/Image_1723634517806114 1781.jpg,70.0,152.0
Data/Image_1723634517824129 1782.jpg,70.0,152.0
Data/Image_172363451786906 1783.jpg,59.0,151.0
Data/Image_1723634517890829 1784.jpg,59.0,151.0
Data/Image_1723634517939265 1785.jpg,50.0,151.0
Data/Image_1723634517959041 1786.jpg,50.0,146.0
Data/Image_172363451800908 1787.jpg,42.0,149.0
Data/Image_1723634518025575 1788.jpg,42.0,149.0
Data/Image_1723634518069132 1789.jpg,35.0,157.0
Data/Image_1723634518092246 1790.jpg,35.0,157.0
Data/Image_1723634518137545 1791.jpg,35.0,161.0
Data/Image_1723634518157412 1792.jpg,35.0,161.0
Data/Image_1723634518206101 1793.jpg,35.0,157.0
Data/Image_1723634518225472 1794.jpg,35.0,157.0
Data/Image_1723634518275205 1795.jpg,35.0,157.0
Data/Image_1723634518293 1796.jpg,35.0,157.0
Data/Image_1723634518343192 1797.jpg,35.0,161.0
Data/Image_1723634518359973 1798.jpg,37.0,161.0
Data/Image_1723634518403276 1799.jpg,37.0,165.0
Data/Image_1723634518424609 1800.jpg,44.0,165.0
Data/Image_1723634518473196 1801.jpg,54.0,168.0
Data/Image_1723634518492424 1802.jpg,54.0,168.0
Data/Image_1723634518535318 1803.jpg,54.0,161.0
Data/Image_1723634518559196 1804.jpg,54.0,161.0
Data/Image_1723634518606449 1805.jpg,51.0,161.0
Data/Image_1723634518625499 1806.jpg,51.0,161.0
Data/Image_1723634518675155 1807.jpg,41.0,160.0
Data/Image_1723634518692462 1808.jpg,41.0,160.0
Data/Image_172363451874332 1809.jpg,37.0,160.0
Data/Image_1723634518759569 1810.jpg,35.0,160.0
Data/Image_172363451879041 1811.jpg,35.0,155.0
Data/Image_1723634518837569 1812.jpg,35.0,157.0
Data/Image_1723634518859494 1813.jpg,35.0,157.0
Data/Image_1723634518906428 1814.jpg,27.0,161.0
Data/Image_1723634518925181 1815.jpg,27.0,161.0
Data/Image_1723634518975019 1816.jpg,27.0,171.0
Data/Image_1723634518991408 1817.jpg,27.0,171.0
Data/Image_1723634519035097 1818.jpg,23.0,161.0
Data/Image_172363451905881 1819.jpg,23.0,161.0
Data/Image_1723634519090168 1820.jpg,22.0,161.0
Data/Image_1723634519137521 1821.jpg,18.0,166.0
Data/Image_1723634519157001 1822.jpg,18.0,166.0
Data/Image_1723634519205954 1823.jpg,28.0,168.0
Data/Image_1723634519225182 1824.jpg,28.0,168.0
Data/Image_1723634519274723 1825.jpg,35.0,165.0
Data/Image_1723634519291416 1826.jpg,35.0,165.0
Data/Image_1723634519335127 1827.jpg,35.0,164.0
Data/Image_1723634519357095 1828.jpg,35.0,164.0
Data/Image_1723634519403251 1829.jpg,35.0,163.0
Data/Image_172363451942346 1830.jpg,35.0,163.0
Data/Image_1723634519471219 1831.jpg,37.0,167.0
Data/Image_1723634519493466 1832.jpg,37.0,167.0
Data/Image_1723634519539476 1833.jpg,37.0,173.0
Data/Image_1723634519558173 1834.jpg,37.0,179.0
Data/Image_172363451960328 1835.jpg,37.0,181.0
Data/Image_1723634519624266 1836.jpg,35.0,181.0
Data/Image_1723634519671095 1837.jpg,35.0,180.0
Data/Image_1723634519690268 1838.jpg,35.0,180.0
Data/Image_1723634519739545 1839.jpg,35.0,198.0
Data/Image_1723634519756402 1840.jpg,35.0,202.0
Data/Image_1723634519809464 1841.jpg,33.0,192.0
Data/Image_1723634519827272 1842.jpg,33.0,192.0
Data/Image_1723634519877652 1843.jpg,31.0,194.0
Data/Image_1723634519894659 1844.jpg,31.0,194.0
Data/Image_1723634519937468 1845.jpg,30.0,199.0
Data/Image_1723634519960084 1846.jpg,30.0,199.0
Data/Image_1723634520006107 1847.jpg,30.0,199.0
Data/Image_1723634520025082 1848.jpg,30.0,199.0
Data/Image_1723634520074887 1849.jpg,30.0,200.0
Data/Image_1723634520094044 1850.jpg,30.0,200.0
Data/Image_1723634520143231 1851.jpg,25.0,199.0
Data/Image_1723634520160557 1852.jpg,23.0,199.0
Data/Image_1723634520211167 1853.jpg,27.0,204.0
Data/Image_1723634520227008 1854.jpg,27.0,204.0
Data/Image_172363452026101 1855.jpg,27.0,202.0
Data/Image_1723634520292421 1856.jpg,35.0,202.0
Data/Image_1723634520339823 1857.jpg,35.0,203.0
Data/Image_1723634520357525 1858.jpg,35.0,202.0
Data/Image_1723634520409628 1859.jpg,35.0,191.0
Data/Image_1723634520426653 1860.jpg,35.0,191.0
Data/Image_1723634520477461 1861.jpg,35.0,185.0
Data/Image_1723634520492706 1862.jpg,35.0,185.0
Data/Image_1723634520525304 1863.jpg,35.0,185.0
Data/Image_1723634520571157 1864.jpg,42.0,190.0
Data/Image_1723634520592318 1865.jpg,42.0,190.0
Data/Image_1723634520639577 1866.jpg,37.0,200.0
Data/Image_1723634520657789 1867.jpg,37.0,212.0
Data/Image_1723634520709269 1868.jpg,35.0,219.0
Data/Image_1723634520727693 1869.jpg,35.0,219.0
Data/Image_1723634520777627 1870.jpg,35.0,223.0
Data/Image_1723634520793662 1871.jpg,35.0,223.0
Data/Image_1723634520825514 1872.jpg,35.0,223.0
Data/Image_1723634520871191 1873.jpg,35.0,227.0
Data/Image_1723634520891071 1874.jpg,35.0,227.0
Data/Image_1723634520940013 1875.jpg,32.0,230.0
Data/Image_1723634520957016 1876.jpg,32.0,226.0
Data/Image_172363452100974 1877.jpg,31.0,222.0
Data/Image_1723634521027456 1878.jpg,31.0,222.0
Data/Image_1723634521077869 1879.jpg,35.0,216.0
Data/Image_1723634521092841 1880.jpg,35.0,216.0
Data/Image_1723634521126211 1881.jpg,35.0,216.0
Data/Image_1723634521171228 1882.jpg,33.0,213.0
Data/Image_1723634521192703 1883.jpg,33.0,213.0
Data/Image_1723634521239545 1884.jpg,35.0,221.0
Data/Image_1723634521258779 1885.jpg,35.0,222.0
Data/Image_1723634521314482 1886.jpg,35.0,221.0
Data/Image_1723634521327483 1887.jpg,35.0,221.0
Data/Image_1723634521377596 1888.jpg,32.0,220.0
Data/Image_1723634521393932 1889.jpg,32.0,220.0
Data/Image_1723634521437586 1890.jpg,21.0,221.0
Data/Image_1723634521458587 1891.jpg,21.0,221.0
Data/Image_1723634521506104 1892.jpg,24.0,225.0
Data/Image_1723634521524877 1893.jpg,24.0,225.0
Data/Image_1723634521574563 1894.jpg,23.0,225.0
Data/Image_1723634521591101 1895.jpg,23.0,225.0
Data/Image_1723634521643133 1896.jpg,29.0,224.0
Data/Image_1723634521660197 1897.jpg,35.0,224.0
Data/Image_1723634521703173 1898.jpg,35.0,209.0
Data/Image_1723634521725409 1899.jpg,35.0,209.0
Data/Image_1723634521771452 1900.jpg,35.0,200.0
Data/Image_1723634521791677 1901.jpg,35.0,200.0
Data/Image_1723634521839513 1902.jpg,35.0,204.0
Data/Image_1723634521859438 1903.jpg,35.0,225.0
Data/Image_1723634521909385 1904.jpg,35.0,227.0
Data/Image_1723634521928313 1905.jpg,35.0,227.0
Data/Image_1723634521977629 1906.jpg,34.0,227.0
Data/Image_1723634521992882 1907.jpg,34.0,227.0
Data/Image_1723634522026061 1908.jpg,34.0,227.0
Data/Image_1723634522071628 1909.jpg,27.0,228.0
Data/Image_1723634522092454 1910.jpg,27.0,228.0
Data/Image_1723634522139737 1911.jpg,25.0,229.0
Data/Image_1723634522158598 1912.jpg,25.0,229.0
Data/Image_1723634522209164 1913.jpg,30.0,229.0
Data/Image_1723634522226812 1914.jpg,30.0,229.0
Data/Image_1723634522277528 1915.jpg,29.0,228.0
Data/Image_1723634522293426 1916.jpg,29.0,228.0
Data/Image_1723634522337952 1917.jpg,35.0,224.0
Data/Image_1723634522358961 1918.jpg,35.0,224.0
Data/Image_1723634522406073 1919.jpg,35.0,224.0
Data/Image_1723634522425762 1920.jpg,35.0,224.0
Data/Image_1723634522474679 1921.jpg,35.0,225.0
Data/Image_1723634522491623 1922.jpg,35.0,225.0
Data/Image_1723634522543638 1923.jpg,28.0,228.0
Data/Image_1723634522560487 1924.jpg,29.0,228.0
Data/Image_1723634522611526 1925.jpg,29.0,230.0
Data/Image_1723634522628447 1926.jpg,29.0,230.0
Data/Image_1723634522671182 1927.jpg,29.0,234.0
Data/Image_1723634522692001 1928.jpg,29.0,234.0
Data/Image_1723634522739717 1929.jpg,25.0,235.0
Data/Image_1723634522757872 1930.jpg,25.0,233.0
Data/Image_1723634522809211 1931.jpg,24.0,232.0
Data/Image_1723634522824446 1932.jpg,24.0,232.0
Data/Image_1723634522860224 1933.jpg,24.0,232.0
Data/Image_172363452291122 1934.jpg,31.0,233.0
Data/Image_1723634522927606 1935.jpg,31.0,233.0
Data/Image_1723634522959673 1936.jpg,31.0,232.0
Data/Image_1723634523006057 1937.jpg,35.0,229.0
Data/Image_1723634523025397 1938.jpg,35.0,229.0
Data/Image_1723634523074884 1939.jpg,35.0,227.0
Data/Image_1723634523091323 1940.jpg,35.0,227.0
Data/Image_1723634523134778 1941.jpg,35.0,228.0
Data/Image_1723634523160429 1942.jpg,35.0,228.0
Data/Image_1723634523211138 1943.jpg,35.0,230.0
Data/Image_1723634523227115 1944.jpg,35.0,230.0
Data/Image_1723634523260239 1945.jpg,35.0,210.0
Data/Image_1723634523305917 1946.jpg,35.0,210.0
Data/Image_1723634523326039 1947.jpg,35.0,210.0
Data/Image_1723634523375545 1948.jpg,35.0,219.0
Data/Image_1723634523391488 1949.jpg,35.0,219.0
Data/Image_1723634523434797 1950.jpg,35.0,223.0
Data/Image_1723634523459999 1951.jpg,35.0,223.0
Data/Image_172363452351166 1952.jpg,32.0,224.0
Data/Image_1723634523527399 1953.jpg,32.0,224.0
Data/Image_1723634523559228 1954.jpg,32.0,226.0
Data/Image_172363452360622 1955.jpg,33.0,225.0
Data/Image_1723634523625272 1956.jpg,33.0,225.0
Data/Image_1723634523675025 1957.jpg,33.0,226.0
Data/Image_1723634523691497 1958.jpg,33.0,226.0
Data/Image_1723634523734778 1959.jpg,35.0,219.0
Data/Image_1723634523761876 1960.jpg,35.0,219.0
Data/Image_172363452381115 1961.jpg,35.0,212.0
Data/Image_1723634523839681 1962.jpg,35.0,212.0
Data/Image_1723634523859509 1963.jpg,35.0,212.0
Data/Image_1723634523906322 1964.jpg,35.0,213.0
Data/Image_1723634523925898 1965.jpg,35.0,213.0
Data/Image_1723634523974568 1966.jpg,31.0,213.0
Data/Image_1723634523992563 1967.jpg,31.0,213.0
Data/Image_1723634524043105 1968.jpg,31.0,214.0
Data/Image_1723634524060367 1969.jpg,35.0,214.0
Data/Image_1723634524111317 1970.jpg,35.0,213.0
Data/Image_172363452412621 1971.jpg,35.0,213.0
Data/Image_1723634524171741 1972.jpg,35.0,214.0
Data/Image_1723634524192034 1973.jpg,35.0,214.0
Data/Image_1723634524239569 1974.jpg,35.0,205.0
Data/Image_1723634524257911 1975.jpg,35.0,195.0
Data/Image_1723634524309014 1976.jpg,35.0,176.0
Data/Image_1723634524324496 1977.jpg,35.0,176.0
Data/Image_172363452436095 1978.jpg,35.0,176.0
Data/Image_172363452441105 1979.jpg,35.0,166.0
Data/Image_1723634524428417 1980.jpg,35.0,166.0
Data/Image_1723634524471008 1981.jpg,35.0,167.0
Data/Image_1723634524492738 1982.jpg,35.0,167.0
Data/Image_1723634524539819 1983.jpg,35.0,160.0
Data/Image_1723634524559133 1984.jpg,35.0,160.0
Data/Image_1723634524609033 1985.jpg,36.0,144.0
Data/Image_1723634524626279 1986.jpg,36.0,144.0
Data/Image_1723634524677818 1987.jpg,41.0,143.0
Data/Image_1723634524694207 1988.jpg,41.0,143.0
Data/Image_1723634524746159 1989.jpg,43.0,141.0
Data/Image_1723634524760199 1990.jpg,43.0,141.0
Data/Image_1723634524793761 1991.jpg,45.0,141.0
Data/Image_1723634524842161 1992.jpg,57.0,142.0
Data/Image_1723634524858557 1993.jpg,57.0,142.0
Data/Image_1723634524891708 1994.jpg,57.0,140.0
Data/Image_1723634524939454 1995.jpg,55.0,140.0
Data/Image_1723634524957713 1996.jpg,55.0,136.0
Data/Image_1723634525011191 1997.jpg,46.0,136.0
Data/Image_1723634525027257 1998.jpg,46.0,136.0
Data/Image_1723634525059712 1999.jpg,46.0,134.0
Data/Image_1723634525105868 2000.jpg,44.0,135.0
Data/Image_1723634525126041 2001.jpg,44.0,135.0
Data/Image_1723634525174804 2002.jpg,45.0,135.0
Data/Image_1723634525191949 2003.jpg,45.0,135.0
Data/Image_1723634525243271 2004.jpg,45.0,136.0
Data/Image_1723634525258713 2005.jpg,46.0,136.0
Data/Image_1723634525294228 2006.jpg,46.0,135.0
Data/Image_1723634525339237 2007.jpg,48.0,135.0
Data/Image_1723634525359729 2008.jpg,48.0,135.0
Data/Image_1723634525410753 2009.jpg,54.0,135.0
Data/Image_1723634525425618 2010.jpg,54.0,135.0
Data/Image_172363452547458 2011.jpg,54.0,129.0
Data/Image_1723634525493232 2012.jpg,54.0,129.0
Data/Image_1723634525543614 2013.jpg,54.0,133.0
Data/Image_1723634525557449 2014.jpg,54.0,133.0
Data/Image_1723634525606205 2015.jpg,54.0,135.0
Data/Image_1723634525627192 2016.jpg,54.0,135.0
Data/Image_1723634525677405 2017.jpg,54.0,140.0
Data/Image_1723634525694623 2018.jpg,54.0,140.0
Data/Image_1723634525739668 2019.jpg,54.0,140.0
Data/Image_1723634525759088 2020.jpg,54.0,139.0
Data/Image_1723634525801746 2021.jpg,54.0,139.0
Data/Image_1723634525825034 2022.jpg,54.0,139.0
Data/Image_1723634525873096 2023.jpg,54.0,139.0
Data/Image_1723634525894113 2024.jpg,54.0,139.0
Data/Image_1723634525943341 2025.jpg,54.0,152.0
Data/Image_1723634525961127 2026.jpg,52.0,152.0
Data/Image_1723634526005892 2027.jpg,52.0,157.0
Data/Image_1723634526027921 2028.jpg,52.0,157.0
Data/Image_1723634526069053 2029.jpg,49.0,164.0
Data/Image_1723634526091413 2030.jpg,49.0,164.0
Data/Image_1723634526139297 2031.jpg,49.0,164.0
Data/Image_172363452615709 2032.jpg,49.0,165.0
Data/Image_1723634526210923 2033.jpg,49.0,165.0
Data/Image_1723634526225883 2034.jpg,49.0,165.0
Data/Image_1723634526271662 2035.jpg,49.0,165.0
Data/Image_1723634526292051 2036.jpg,49.0,165.0
Data/Image_1723634526339459 2037.jpg,48.0,179.0
Data/Image_1723634526359054 2038.jpg,48.0,181.0
Data/Image_1723634526409932 2039.jpg,43.0,185.0
Data/Image_1723634526424619 2040.jpg,43.0,185.0
Data/Image_1723634526456588 2041.jpg,43.0,185.0
Data/Image_1723634526503255 2042.jpg,39.0,183.0
Data/Image_1723634526525062 2043.jpg,43.0,183.0
Data/Image_1723634526571117 2044.jpg,44.0,185.0
Data/Image_1723634526591104 2045.jpg,44.0,185.0
Data/Image_1723634526639594 2046.jpg,44.0,190.0
Data/Image_1723634526658103 2047.jpg,44.0,188.0
Data/Image_172363452670961 2048.jpg,44.0,190.0
Data/Image_172363452672358 2049.jpg,44.0,190.0
Data/Image_172363452676911 2050.jpg,46.0,189.0
Data/Image_1723634526791681 2051.jpg,46.0,189.0
Data/Image_1723634526839342 2052.jpg,56.0,189.0
Data/Image_1723634526858508 2053.jpg,56.0,191.0
Data/Image_1723634526911479 2054.jpg,56.0,191.0
Data/Image_1723634526925105 2055.jpg,56.0,191.0
Data/Image_1723634526973076 2056.jpg,53.0,185.0
Data/Image_1723634526990287 2057.jpg,53.0,185.0
Data/Image_1723634527035062 2058.jpg,53.0,175.0
Data/Image_1723634527057094 2059.jpg,53.0,175.0
Data/Image_1723634527103237 2060.jpg,48.0,175.0
Data/Image_1723634527127322 2061.jpg,46.0,175.0
